user,Subject,text
kamerynmckayla,Joe Biden,I keep seeing political arguments about how “Joe Biden sold his soul to the Chinese government” but so did everyone on tik tok so who cares
Tomc6860,Joe Biden,PLEASE GO VOTE FOR JOE BIDEN ON NOVEMBER 3RD YOUR LIFE MIGHT/WILL DEPEND ON IT.
PeacePatriots,Joe Biden," The Left, the media...they are not working to protect Joe Biden.They're working to protect themselves.There are a lot…"
erin0331,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
CGDuck5,Joe Biden,Let me be emphatically clear. A vote for Joe Biden is a vote for Barack Obama. Kamala Harris is without a doubt. Obama 2.0…
Straga50,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
Johnnie1957golf,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
areck12,Joe Biden,. has never been anti-gay. But Joe Biden has spent 47 years in Washington voting against gay rights. ht…
ConnieAThompson,Joe Biden,DO YOU KNOW why Cuban Americans are EXCITED-to-vote for President Trump?Because they’ve seen #socialism turn to #communis…
letterstoame,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
kat_pep_,Joe Biden," 9/ If Joe Biden wins the presidency, some of these rollbacks, like the U.S. exiting the Paris climate accord, can be reversed…"
gary_kline,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
cathylm6,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
TracySilva262,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
LunaBean5,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
lucindy24,Joe Biden," I ordinarily wouldn't post Rudy Giuliani crap on Twitter, but this has to be the best Joe Biden ad ever.  It just shows…"
Afrosyndicalist,Joe Biden,by the CIA as exposed by the Iran-contra scandal. How about instead of telling black folk to vote for Joe B…
notrods,Joe Biden,PLEASE PLEASE VOTE 🗳 🗳🌊JOE BIDEN &amp; KAMALA HARRIS 🗳🌊
AppleRiverBnB,Joe Biden," It should never be forgotten that Trump invited the Taliban to Camp David on 9/11. That's reason number 17,593 for why I v…"
mlrevely,Joe Biden," There are four days until Election Day. Here’s the latest:— Joe Biden leads by 3 points in North Carolina, a New York Times/S…"
PennyWafford,Joe Biden,It is becoming increasingly obvious that the MSM and big tech are covering for Joe Biden to an extent that is unprecedente…
QuibbleMoth,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RealNoraC,Joe Biden,So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition
73mbh,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
Bernie2016tv,Joe Biden,is an outstanding journalist fighting MSM censorship and corporate control. The TRUTH about Joe Biden i…
hena_rodely,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
JonathanBourne,Joe Biden,"""I can’t hide in a basement like Joe does…"" "
kathlee68917199,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RobynStapel,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
dallasosu,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
ee579961c0e24cc,Joe Biden,I don't trust Trump. I prefer Joe Biden and Kamala Harris. I have had enough of Trump's lies
notfooledxchaos,Joe Biden," He is profiting from his theatrical Covid scare tactics. Biden’s son-in-law, Howard Krein, has bee… "
infidelinwisco,Joe Biden,Joe Biden: The great “unifier” that calls you chumps and clowns.
candysart,Joe Biden," If Florida goes Blue, it's OVER."" -- Joe Biden"
SamMich43003551,Joe Biden,Joe Biden’s America
ryliepipermom,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
AkosScott,Joe Biden," It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th…"
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “… "
D_Helsabeck,Joe Biden,2020 Electoral College Forecast Map Donald Trump vs Joe BidenOctober 30~ 2020. Pt.IIMy Analysis Post: …
sherrib48509,Joe Biden,Joe Biden could shoot you on Fifth Avenue and I would still vote for him.
DerrickCTurner,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
LoriRRR,Joe Biden,BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t…
SWShea,Joe Biden,Joe Biden: The great “unifier” that calls you chumps and clowns.
halkatkov,Joe Biden,GR888 news to start your weekend! Fox News just cut off Plump Trump and aired Joe Biden instead…
tommygknowsbest,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
tbigurl,Joe Biden," I’m NOT just running against Joe Biden—I’m running against the left-wing media, the Big Tech giants, and the wretched…"
JenH0821,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
kdm816,Joe Biden,Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio…
biggunz1965,Joe Biden," I’ll say it.  Joe Biden is a lowlife. He always has been. A corrupt, bigoted, lifelong politician.  Now using Hitler in…"
nastywomanatlaw,Joe Biden,Joe Biden's media team for president
byrdluver,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Pamela_Wa,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
john_pratte,Joe Biden,Robin Williams warned us about Joe Biden’s cognitive issues back in 2009.
bridgetsimonds0,Joe Biden,I'm sick to death of the MSM. They criticize trump (rightfully) for going state to state with his rallys.Then they…
DeeKaye13017110,Joe Biden," After the confrontation that cost Walter Wallace Jr. his life set off protests that devolved into rioting, looting and led to…"
Rosa_de_lima94,Joe Biden,The Hyde Amendment - which bars federal taxpayer dollars from being used to fund abortion - has saved 2.4 million lives…
groovysoup,Joe Biden,NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab…
Lucy37644823,Joe Biden,So we have Kamala in Texas and Joe Biden in 3 different states today... it’s going to be an exciting day
JamesJrshaffer,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
samuelelston1,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
MarionStrstrk,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
WhitnerTrinia,Joe Biden,"  Yes, we voted for Joe Biden and an all Democratic ticket!"
z71_mauro,Joe Biden,The United States is 243 years old. Joe Biden has been in politics for 47 of those years... That’s ~20% of the time...…
david_hemond,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…"
waldotech4life,Joe Biden,Joe Biden’s America
BettyChristin18,Joe Biden,Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio…
Tmayo72813432,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
angel_cortez78,Joe Biden," BREAKING: After endorsing Donald Trump, rapper Lil Wayne is no longer black according to Joe Biden"
shellyshell1963,Joe Biden,Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “Light… "
ChadrickBear,Joe Biden,Joe Biden could win the popular vote by 7% and still lose the Electoral college designed by slave owners to protect whi…
donnajanel,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
BeijingBiden3,Joe Biden,7 Key Corruption Questions Joe Biden Must Answer After FBI Bombshell
WalkerWorlde,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
yagottabelieve,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
KiaOraSquirtle,Joe Biden,Joe Biden could win the popular vote by 7% and still lose the Electoral college designed by slave owners to protect whi…
AbdulTConteh,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Buzzglory69,Joe Biden,Joe Biden’s America
Im_ur_hklbry,Joe Biden,Joe Biden and Kamala Harris Support Criminals and Demoralize Cops
LindaBLB,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
stonejoanna99,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…
windthin,Joe Biden," Scoop: Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according to thr…"
75smegdalyn,Joe Biden,Joe Biden after he tweeted this
BradshawDad,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
ReginaAnnKydd,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
MariePe27763767,Joe Biden,Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio…
GlendaEnglish17,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
ShariJ33875546,Joe Biden,Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to just send them b…
jackiewollner,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
ThomasRMurphy1,Joe Biden,Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio…
jrlv9966,Joe Biden,Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
SchultzTherese,Joe Biden," Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" …"
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “… "
JosephLHurtado,Joe Biden," Journalism today:""The Intercept’s editors, in violation of my contractual right of editorial freedom, censored an art…"
Rosa1234tejana,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
